ID documento;Estado factura;Tipo documento;Fecha factura;Reembolso;Id documento externo;Fecha contabilizacion;Id pedido compra;Estado;ID proveedor;Nombre proveedor;Importe factura;Importe neto;Importe impuesto;Importe bruto
FP-98321;Pagado;Factura;16/12/2020;#;MS 645;31/12/2020;22644;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;15423,96895522388;1033405,92;0
FP-98322;Pagado;Factura;16/12/2020;#;MS 643;31/12/2020;22640;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;90121,63789699571;20998341,63;0
FP-98352;Pagado;Factura;30/12/2020;#;MS 687;31/12/2020;22689;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/07/2021;90625,64025751073;21115774,18;0
FP-98353;Pagado;Factura;30/12/2020;#;690;31/12/2020;22687;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/07/2021;7288,068088888889;1639815,32;0
FP-98354;Pagado;Factura;30/12/2020;#;MS 688;31/12/2020;22688;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/07/2021;21193,66666666667;63581;0
FP-98355;Pagado;Factura;30/12/2020;#;MS 689;31/12/2020;22691;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/07/2021;15569,31626865672;1043144,19;0
FP-98356;Pagado;Factura;30/12/2020;#;MS 691;31/12/2020;22690;Finalizado;P000872;ECOLOGY COLOMBIA SAS;01/07/2021;10391,01193133047;2421105,78;0
ND-14765;Pagado;Nota de crédito;16/1/2020;#;RET-FP-80173;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/12/2020;52019,35;-104038,7;0
ND-14766;Pagado;Nota de crédito;16/1/2020;#;RET-FP-80174;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/12/2020;2972,81;-5945,62;0
ND-14767;Pagado;Nota de crédito;16/1/2020;#;RET-FP-80175;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/12/2020;2453,3;-4906,6;0
ND-14774;Pagado;Nota de crédito;31/1/2020;#;RET-FP-80180;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;61414,745;-122829,49;0
ND-14806;Pagado;Nota de crédito;31/1/2020;#;RET-FP-80217;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;246,805;-493,61;0
ND-14807;Pagado;Nota de crédito;31/12/2019;#;RET-FP-80219;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;1099,12;-2198,24;0
ND-14808;Pagado;Nota de crédito;31/1/2020;#;RET-FP-80216;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;5644,8;-5644,8;0
ND-14809;Pagado;Nota de crédito;31/1/2020;#;RET-FP-80218;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;1705,54;-3411,08;0
ND-14853;Pagado;Nota de crédito;7/1/2020;#;RET-FP-80278;7/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;1029,1;-2058,2;0
ND-14854;Pagado;Nota de crédito;7/1/2020;#;RET-FP-80279;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;651,335;-1302,67;0
ND-14855;Pagado;Nota de crédito;7/1/2020;#;RET-FP-80280;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;350,32;-700,64;0
ND-14856;Pagado;Nota de crédito;7/1/2020;#;RET-FP-80281;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/14/2020;18,985;-37,97;0
ND-14887;Pagado;Nota de crédito;20/1/2020;#;RET-FP-80315;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/15/2020;622,985;-1245,97;0
ND-14888;Pagado;Nota de crédito;9/1/2020;#;RET-FP-80316;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/15/2020;959,01;-1918,02;0
ND-14894;Pagado;Nota de crédito;31/1/2020;#;RET-FP-80272;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/15/2020;3389,44;-6778,88;0
ND-14895;Pagado;Nota de crédito;7/1/2020;#;RET-FP-80273;31/1/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;02/15/2020;15838,81;-31677,62;0
ND-15027;Pagado;Nota de crédito;14/2/2020;#;RET-FP-82146;14/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;995,4;-1990,8;0
ND-15028;Pagado;Nota de crédito;17/2/2020;#;RET-FP-82150;17/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;963,38;-1926,76;0
ND-15029;Pagado;Nota de crédito;12/2/2020;#;RET-FP-82151;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;265,79;-531,58;0
ND-15038;Pagado;Nota de crédito;17/2/2020;#;RET-FP-82147;17/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;1779,39;-3558,78;0
ND-15039;Pagado;Nota de crédito;17/2/2020;#;RET-FP-82148;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;66218,325;-132436,65;0
ND-15040;Pagado;Nota de crédito;17/2/2020;#;RET-FP-82149;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;3538,365;-7076,73;0
ND-15051;Pagado;Nota de crédito;29/2/2020;#;RET-FP-82172;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;275,87;-551,74;0
ND-15056;Pagado;Nota de crédito;29/2/2020;#;RET-FP-82173;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;61702,35;-123404,7;0
ND-15057;Pagado;Nota de crédito;29/2/2020;#;RET-FP-82175;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;3516,66;-7033,32;0
ND-15058;Pagado;Nota de crédito;29/2/2020;#;RET-FP-82180;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;1090,86;-2181,72;0
ND-15059;Pagado;Nota de crédito;29/2/2020;#;RET-FP-82178;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;2718,3;-5436,6;0
ND-15060;Pagado;Nota de crédito;29/2/2020;#;RET-FP-82179;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/10/2020;1254,51;-2509,02;0
ND-15073;Pagado;Nota de crédito;29/2/2020;#;RET-FP-82189;29/2/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;03/11/2020;2762,535;-5525,07;0
ND-15455;Pagado;Nota de crédito;31/3/2020;#;RET-FP-84165;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;118,23;-236,46;0
ND-15456;Pagado;Nota de crédito;31/3/2020;#;RET-FP-84166;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;718,16;-1436,32;0
ND-15457;Pagado;Nota de crédito;31/3/2020;#;RET-FP-84168;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;2168,255;-4336,51;0
ND-15468;Pagado;Nota de crédito;31/3/2020;#;RET-FP-84163;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;25926,75;-51853,5;0
ND-15470;Pagado;Nota de crédito;31/3/2020;#;RET-FP-84167;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/15/2020;1596,025;-3192,05;0
ND-15510;Pagado;Nota de crédito;16/3/2020;#;RET-FP-84223;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;1090,86;-2181,72;0
ND-15511;Pagado;Nota de crédito;16/3/2020;#;RET-FP-84225;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;216,755;-433,51;0
ND-15514;Pagado;Nota de crédito;16/3/2020;#;RET-FP-84218;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;63187,55;-126375,1;0
ND-15515;Pagado;Nota de crédito;16/3/2020;#;RET-FP-84222;1/4/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;1833,01;-3666,02;0
ND-15516;Pagado;Nota de crédito;16/3/2020;#;RET-FP-84224;31/3/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;04/17/2020;2995,58;-5991,16;0
ND-15594;Pagado;Nota de crédito;31/3/2020;#;RET-FP-84275;29/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/07/2020;5275,62;-10551,24;0
ND-15614;Pagado;Nota de crédito;16/4/2020;#;RET-FP-86455;30/4/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;1526,33;-3052,66;0
ND-15615;Pagado;Nota de crédito;30/4/2020;#;RET-FP-86456;30/4/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;5275,545;-10551,09;0
ND-15616;Pagado;Nota de crédito;30/4/2020;#;RET-FP-86457;30/4/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;1324,205;-2648,41;0
ND-15617;Pagado;Nota de crédito;16/4/2020;#;RET-FP-86458;30/4/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;8440,735;-16881,47;0
ND-15618;Pagado;Nota de crédito;30/4/2020;#;RET-FP-86459;30/4/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;05/12/2020;8688,87;-17377,74;0
ND-15697;Pagado;Nota de crédito;18/5/2020;#;RET-FP-88121;31/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;2225,485;-4450,97;0
ND-15698;Pagado;Nota de crédito;18/5/2020;#;RET-FP-88122;31/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;1324,205;-2648,41;0
ND-15699;Pagado;Nota de crédito;18/5/2020;#;RET-FP-88123;18/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;3516,9;-7033,8;0
ND-15700;Pagado;Nota de crédito;18/5/2020;#;RET-FP-88124;31/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;25490,86;-50981,72;0
ND-15701;Pagado;Nota de crédito;30/5/2020;#;RET-FP-88125;31/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;1596,025;-3192,05;0
ND-15702;Pagado;Nota de crédito;30/5/2020;#;RET-FP-88126;31/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;3516,9;-7033,8;0
ND-15703;Pagado;Nota de crédito;30/5/2020;#;RET-FP-88127;31/5/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;06/11/2020;35747,28;-71494,56;0
ND-15847;Pagado;Nota de crédito;17/6/2020;#;RET-FP-89006;17/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;40787,76;-81575,52;0
ND-15848;Pagado;Nota de crédito;30/6/2020;#;RET-FP-89007;30/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;32841,57;-65683,14;0
ND-15849;Pagado;Nota de crédito;30/6/2020;#;RET-FP-89008;30/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/10/2020;1150,015;-2300,03;0
ND-15856;Pagado;Nota de crédito;17/6/2020;#;RET-FP-89011;30/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;1233,725;-2467,45;0
ND-15857;Pagado;Nota de crédito;17/6/2020;#;RET-FP-89012;17/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;5061,99;-10123,98;0
ND-15858;Pagado;Nota de crédito;17/6/2020;#;RET-FP-89014;17/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;3516,9;-7033,8;0
ND-15859;Pagado;Nota de crédito;30/6/2020;#;RET-FP-89009;30/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;5861,5;-5861,5;0
ND-15860;Pagado;Nota de crédito;30/6/2020;#;RET-FP-89010;30/6/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/11/2020;7337,88;-7337,88;0
ND-15938;Pagado;Nota de crédito;17/7/2020;#;RET-FP-91295;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2020;4957,28;-9914,56;0
ND-15939;Pagado;Nota de crédito;17/7/2020;#;RET-FP-91300;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2020;38435,945;-76871,89;0
ND-15940;Pagado;Nota de crédito;17/7/2020;#;RET-FP-91298;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2020;3516,92;-7033,84;0
ND-15941;Pagado;Nota de crédito;17/7/2020;#;RET-FP-91299;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2020;1596,025;-3192,05;0
ND-15998;Pagado;Nota de crédito;30/7/2020;#;RET-FP-92465;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;1449,675;-2899,35;0
ND-15999;Pagado;Nota de crédito;31/7/2020;#;RET-FP-92466;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;3517,5;-7035;0
ND-16000;Pagado;Nota de crédito;31/7/2020;#;RET-FP-92467;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;4620,96;-9241,92;0
ND-16001;Pagado;Nota de crédito;30/7/2020;#;RET-FP-92468;31/7/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/11/2020;35180,57;-70361,14;0
ND-16109;Pagado;Nota de crédito;31/8/2020;#;RET-FP-93449;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;42719,83;-85439,66;0
ND-16110;Pagado;Nota de crédito;31/8/2020;#;RET-FP-93450;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;1212,72;-2425,44;0
ND-16111;Pagado;Nota de crédito;31/8/2020;#;RET-FP-93451;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;5000,845;-10001,69;0
ND-16113;Pagado;Nota de crédito;18/8/2020;#;RET-FP-93453;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;4760,58;-9521,16;0
ND-16114;Pagado;Nota de crédito;18/8/2020;#;RET-FP-93454;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/08/2020;40099,45;-80198,9;0
ND-16147;Pagado;Nota de crédito;31/8/2020;#;RET-FP-93514;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/10/2020;5861,73;-5861,73;0
ND-16148;Pagado;Nota de crédito;18/8/2020;#;RET-FP-93516;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/10/2020;5861,77;-5861,77;0
ND-16149;Pagado;Nota de crédito;18/8/2020;#;RET-FP-93519;31/8/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/10/2020;1721,495;-3442,99;0
ND-16369;Pagado;Nota de crédito;30/9/2020;#;RET-FP-94528;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;3517,36;-7034,72;0
ND-16370;Pagado;Nota de crédito;17/9/2020;#;RET-FP-94529;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;3517,36;-7034,72;0
ND-16371;Pagado;Nota de crédito;30/9/2020;#;RET-FP-94530;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;5548,55;-11097,1;0
ND-16372;Pagado;Nota de crédito;30/9/2020;#;RET-FP-94531;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;1428,795;-2857,59;0
ND-16373;Pagado;Nota de crédito;17/9/2020;#;RET-FP-94532;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;1407,915;-2815,83;0
ND-16374;Pagado;Nota de crédito;17/9/2020;#;RET-FP-94533;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;5577,005;-11154,01;0
ND-16375;Pagado;Nota de crédito;17/9/2020;#;RET-FP-94534;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;50508,15;-101016,3;0
ND-16376;Pagado;Nota de crédito;30/9/2020;#;RET-FP-94535;30/9/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/13/2020;43016,47;-86032,94;0
ND-16596;Pagado;Nota de crédito;31/10/2020;#;RET-FP-95572;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;9265,25;-9265,25;0
ND-16597;Pagado;Nota de crédito;31/10/2020;#;RET-FP-95573;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;76782,71;-76782,71;0
ND-16598;Pagado;Nota de crédito;16/10/2020;#;RET-FP-95574;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;44623,41;-89246,82;0
ND-16599;Pagado;Nota de crédito;31/10/2020;#;RET-FP-95575;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;3517,36;-7034,72;0
ND-16600;Pagado;Nota de crédito;16/10/2020;#;RET-FP-95576;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/06/2020;3517,36;-7034,72;0
ND-16608;Pagado;Nota de crédito;16/10/2020;#;RET-FP-95577;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/09/2020;5127,565;-10255,13;0
ND-16609;Pagado;Nota de crédito;16/10/2020;#;RET-FP-95583;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/09/2020;1373,02;-2746,04;0
ND-16654;Pagado;Nota de crédito;31/10/2020;#;RET-FP-95687;31/10/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/12/2020;1324,3;-2648,6;0
ND-16800;Pagado;Nota de crédito;17/11/2020;#;RET-FP-96718;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/11/2020;3517,36;-7034,72;0
ND-16801;Pagado;Nota de crédito;30/11/2020;#;RET-FP-96719;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/11/2020;3517,36;-7034,72;0
ND-16802;Pagado;Nota de crédito;30/11/2020;#;RET-FP-96720;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/11/2020;2293,07;-4586,14;0
ND-16803;Pagado;Nota de crédito;30/11/2020;#;RET-FP-96721;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/11/2020;5594,01;-11188,02;0
ND-16804;Pagado;Nota de crédito;17/11/2020;#;RET-FP-96723;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/11/2020;44028,56;-88057,12;0
ND-16805;Pagado;Nota de crédito;30/11/2020;#;RET-FP-96724;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/11/2020;47795,155;-95590,31;0
ND-16886;Pagado;Nota de crédito;17/11/2020;#;RET-FP-96823;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/15/2020;5183,76;-10367,52;0
ND-16925;Pagado;Nota de crédito;17/11/2020;#;RET-FP-96861;30/11/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/17/2020;1909,7;-3819,4;0
ND-17046;Pagado;Nota de crédito;16/12/2020;#;RET-FP-98320;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;409,11;-818,22;0
ND-17047;Pagado;Nota de crédito;16/12/2020;#;RET-FP-98318;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;5183,645;-10367,29;0
ND-17048;Pagado;Nota de crédito;16/12/2020;#;RET-FP-98319;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;3517,36;-7034,72;0
ND-17049;Pagado;Nota de crédito;16/12/2020;#;RET-FP-98321;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;2216,415;-4432,83;0
ND-17050;Pagado;Nota de crédito;16/12/2020;#;RET-FP-98322;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/06/2021;45036,93;-90073,86;0
ND-17070;Pagado;Nota de crédito;30/12/2020;#;RET-FP-98354;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/07/2021;136,37;-272,74;0
ND-17127;Pagado;Nota de crédito;30/12/2020;#;RET-FP-98353;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/13/2021;3517,36;-7034,72;0
ND-17128;Pagado;Nota de crédito;30/12/2020;#;RET-FP-98355;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/13/2021;2237,295;-4474,59;0
ND-17129;Pagado;Nota de crédito;30/12/2020;#;RET-FP-98356;31/12/2020;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/13/2021;5192,845;-10385,69;0
FP-100107;Pagado;Factura;30/1/2021;#;784;31/1/2021;23198;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;10941,17580645161;2374235,15;0
FP-100111;Pagado;Factura;30/1/2021;#;781;31/1/2021;23200;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;27248,85285714286;190741,97;0
FP-100113;Pagado;Factura;30/1/2021;#;783;31/1/2021;23197;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;7288,068088888889;1639815,32;0
FP-100133;Pagado;Factura;30/1/2021;#;MS 780;31/1/2021;23208;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;98348,29138248847;21341579,23;0
FP-100134;Pagado;Factura;30/1/2021;#;MS 789;31/1/2021;23204;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;252,9356338028169;17958,43;0
FP-100135;Pagado;Factura;30/1/2021;#;MS 787;31/1/2021;23213;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;1583,384055299539;343594,34;0
FP-100136;Pagado;Factura;18/1/2021;#;MS 722;31/1/2021;23210;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;4568,561971830986;324367,9;0
FP-100137;Pagado;Factura;18/1/2021;#;MS 723;31/1/2021;23209;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;20486,33333333333;61459;0
FP-100138;Pagado;Factura;18/1/2021;#;MS 724;31/1/2021;23211;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;14498,61538461538;188482;0
FP-100139;Pagado;Factura;18/1/2021;#;MS 725;31/1/2021;23212;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/08/2021;1002,845070422535;71202;0
FP-100160;Pagado;Factura;30/1/2021;#;MS 782;31/1/2021;23199;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;15698,98521126761;1114627,95;0
FP-100161;Pagado;Factura;30/1/2021;#;MS 790;31/1/2021;23201;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;8800;26400;0
FP-100162;Pagado;Factura;30/1/2021;#;MS 788;31/1/2021;23202;Finalizado;P000872;ECOLOGY COLOMBIA SAS;02/09/2021;438,7128571428571;3070,99;0
FP-100898;Pagado;Factura;16/2/2021;#;MS 866;28/2/2021;23595;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/04/2021;106986,4614285714;23216062,13;0
FP-100899;Pagado;Factura;28/2/2021;#;MS 892;28/2/2021;23596;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/04/2021;90651,40013824885;19671353,83;0
FP-100904;Pagado;Factura;28/2/2021;#;MS 896;28/2/2021;23612;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/08/2021;10463,35976958525;2270549,07;0
FP-100954;Pagado;Factura;28/2/2021;#;MS 895;28/2/2021;23592;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;7405,409244444444;1666217,08;0
FP-100955;Pagado;Factura;16/2/2021;#;MS 869;28/2/2021;23593;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;7405,409244444444;1666217,08;0
FP-100956;Pagado;Factura;16/2/2021;#;MS 867;28/2/2021;23594;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;21534,66666666667;64604;0
FP-100957;Pagado;Factura;16/2/2021;#;MS 868;28/2/2021;23597;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;16005,91525423729;944349;0
FP-100978;Pagado;Factura;16/2/2021;#;MS 870;28/2/2021;23598;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;12113,50460829493;2628630,5;0
FP-101026;Pagado;Factura;28/2/2021;#;MS 893;28/2/2021;23652;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;27687,57;193812,99;0
FP-101028;Pagado;Factura;28/2/2021;#;MS 894;28/2/2021;23651;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/09/2021;16016,78686567164;1073124,72;0
FP-101316;Pagado;Factura;17/3/2021;#;MS 942;30/3/2021;23810;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;7405,409244444444;1666217,08;0
FP-101317;Pagado;Factura;16/2/2021;#;MS 940;30/3/2021;23812;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;15544,98461538462;1010424;0
FP-101318;Pagado;Factura;16/3/2021;#;MS 939;30/3/2021;23811;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;24979,8;124899;0
FP-101319;Pagado;Factura;16/3/2021;#;MS 941;30/3/2021;23816;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;11142,37034042553;2618457,03;0
FP-101320;Pagado;Factura;16/3/2021;#;MS 938;30/3/2021;23822;Finalizado;P000872;ECOLOGY COLOMBIA SAS;03/30/2021;102461,7511914894;24078511,53;0
FP-102046;Pagado;Factura;30/3/2021;#;MS 984;31/3/2021;24065;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/07/2021;15671,42857142857;987300;0
FP-102047;Pagado;Factura;30/3/2021;#;MS 986;31/3/2021;24063;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/07/2021;10951,90425531915;2573697,5;0
FP-102048;Pagado;Factura;30/3/2021;#;MS 983;31/3/2021;24064;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/07/2021;98205,90131914894;23078386,81;0
FP-102102;Pagado;Factura;30/3/2021;#;MS 985;31/3/2021;24059;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/09/2021;7405,409244444444;1666217,08;0
FP-102389;Pagado;Factura;16/4/2021;#;MS 1048;28/4/2021;24236;Finalizado;P000872;ECOLOGY COLOMBIA SAS;04/28/2021;106419,826893617;25008659,32;0
