ID documento;Estado factura;Tipo documento;Fecha factura;Reembolso;Id documento externo;Fecha contabilizacion;Id pedido compra;Estado;ID proveedor;Nombre proveedor;Importe factura;Importe neto;Importe impuesto;Importe bruto
ND-18763;Pagado;Nota de crédito;30/6/2021;#;RET-FP-105207;30/6/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;07/08/2021;2237,94;-4475,88;0
ND-18894;Pagado;Nota de crédito;19/7/2021;#;RET-FP-108141;30/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;48912,88;-97825,76;0
ND-18895;Pagado;Nota de crédito;19/7/2021;#;RET-FP-108142;30/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;1685,53;-3371,06;0
ND-18896;Pagado;Nota de crédito;19/7/2021;#;RET-FP-108143;30/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;3573,92;-7147,84;0
ND-18897;Pagado;Nota de crédito;1/7/2021;#;RET-FP-108144;30/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/04/2021;5436,74;-10873,48;0
ND-18905;Pagado;Nota de crédito;31/7/2021;#;RET-FP-108161;30/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;51146,27;-102292,54;0
ND-18906;Pagado;Nota de crédito;31/7/2021;#;RET-FP-108162;30/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;1813,02;-3626,04;0
ND-18907;Pagado;Nota de crédito;31/7/2021;#;RET-FP-108163;30/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;3573,92;-7147,84;0
ND-18908;Pagado;Nota de crédito;31/7/2021;#;RET-FP-108164;31/7/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/05/2021;5842,07;-11684,14;0
ND-19088;Pagado;Nota de crédito;17/8/2021;#;RET-FP-109461;27/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;87666,01;-87666,01;0
ND-19089;Pagado;Nota de crédito;17/8/2021;#;RET-FP-109462;27/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;1728,05;-3456,1;0
ND-19090;Pagado;Nota de crédito;17/8/2021;#;RET-FP-109463;27/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;5956,16;-5956,16;0
ND-19091;Pagado;Nota de crédito;17/8/2021;#;RET-FP-109464;27/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;08/27/2021;9759,89;-9759,89;0
ND-19179;Pagado;Nota de crédito;31/8/2021;#;RET-FP-110720;31/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;45829,84;-91659,68;0
ND-19180;Pagado;Nota de crédito;31/8/2021;#;RET-FP-110721;31/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;2484,85;-4969,7;0
ND-19181;Pagado;Nota de crédito;31/8/2021;#;RET-FP-110722;31/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;1458,92;-2917,84;0
ND-19182;Pagado;Nota de crédito;31/8/2021;#;RET-FP-110723;31/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;1786,96;-3573,92;0
ND-19183;Pagado;Nota de crédito;31/8/2021;#;RET-FP-110724;31/8/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/06/2021;5764,24;-11528,48;0
ND-19317;Pagado;Nota de crédito;18/9/2021;#;RET-FP-111040;28/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;56451,63;-112903,26;0
ND-19318;Pagado;Nota de crédito;18/9/2021;#;RET-FP-111041;28/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;1741,22;-3482,44;0
ND-19319;Pagado;Nota de crédito;18/9/2021;#;RET-FP-111042;28/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;892,43;-1784,86;0
ND-19320;Pagado;Nota de crédito;18/9/2021;#;RET-FP-111043;28/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;1786,96;-3573,92;0
ND-19321;Pagado;Nota de crédito;18/9/2021;#;RET-FP-111044;28/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;09/28/2021;5834,19;-11668,38;0
ND-19384;Pagado;Nota de crédito;30/9/2021;#;RET-FP-111762;30/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;1214,7;-2429,4;0
ND-19385;Pagado;Nota de crédito;30/9/2021;#;RET-FP-111761;30/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;83687,89;-83687,89;0
ND-19386;Pagado;Nota de crédito;30/9/2021;#;RET-FP-111763;30/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;1296,055;-2592,11;0
ND-19387;Pagado;Nota de crédito;30/9/2021;#;RET-FP-111764;30/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;2978,08;-2978,08;0
ND-19388;Pagado;Nota de crédito;30/9/2021;#;RET-FP-111765;30/9/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/07/2021;9542,03;-9542,03;0
ND-19591;Pagado;Nota de crédito;20/10/2021;#;RET-FP-112676;29/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;79456,57;-79456,57;0
ND-19592;Pagado;Nota de crédito;20/10/2021;#;RET-FP-112677;29/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;1787,47;-3574,94;0
ND-19593;Pagado;Nota de crédito;20/10/2021;#;RET-FP-112678;29/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;899,435;-1798,87;0
ND-19594;Pagado;Nota de crédito;20/10/2021;#;RET-FP-112679;29/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;1786,96;-3573,92;0
ND-19595;Pagado;Nota de crédito;20/10/2021;#;RET-FP-112680;29/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;10/29/2021;5733,745;-11467,49;0
ND-19625;Pagado;Nota de crédito;30/10/2021;#;RET-FP-113834;31/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;42727,685;-85455,37;0
ND-19626;Pagado;Nota de crédito;30/10/2021;#;RET-FP-113835;31/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;1658,155;-3316,31;0
ND-19627;Pagado;Nota de crédito;30/10/2021;#;RET-FP-113836;31/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;842,765;-1685,53;0
ND-19628;Pagado;Nota de crédito;30/10/2021;#;RET-FP-113837;31/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;1786,96;-3573,92;0
ND-19629;Pagado;Nota de crédito;30/10/2021;#;RET-FP-113838;31/10/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/04/2021;4943,805;-9887,61;0
ND-19725;Pagado;Nota de crédito;18/11/2021;#;RET-FP-114081;29/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;1514,965;-3029,93;0
ND-19726;Pagado;Nota de crédito;18/11/2021;#;RET-FP-114082;29/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;764,87;-1529,74;0
ND-19727;Pagado;Nota de crédito;18/11/2021;#;RET-FP-114083;29/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;1786,96;-3573,92;0
ND-19728;Pagado;Nota de crédito;18/11/2021;#;RET-FP-114084;29/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;11/29/2021;5083,675;-10167,35;0
ND-19822;Pagado;Nota de crédito;18/11/2021;#;RET-FP-115337;30/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;41819,56;-83639,12;0
ND-19823;Pagado;Nota de crédito;30/11/2021;#;RET-FP-115348;30/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;1792,095;-3584,19;0
ND-19824;Pagado;Nota de crédito;30/11/2021;#;RET-FP-115346;30/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;42324,85;-84649,7;0
ND-19825;Pagado;Nota de crédito;30/11/2021;#;RET-FP-115349;30/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;906,51;-1813,02;0
ND-19826;Pagado;Nota de crédito;30/11/2021;#;RET-FP-115351;30/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;1786,96;-3573,92;0
ND-19827;Pagado;Nota de crédito;30/11/2021;#;RET-FP-115352;30/11/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/06/2021;5677,015;-11354,03;0
ND-19997;Pagado;Nota de crédito;20/12/2021;#;RET-FP-115656;28/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;40555,385;-81110,77;0
ND-19998;Pagado;Nota de crédito;20/12/2021;#;RET-FP-115657;28/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;1653,49;-3306,98;0
ND-19999;Pagado;Nota de crédito;20/12/2021;#;RET-FP-115658;28/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;835,76;-1671,52;0
ND-20000;Pagado;Nota de crédito;20/12/2021;#;RET-FP-115659;28/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;1786,96;-3573,92;0
ND-20001;Pagado;Nota de crédito;20/12/2021;#;RET-FP-115660;28/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;12/28/2021;5742,35;-11484,7;0
ND-20020;Pagado;Nota de crédito;31/12/2021;#;RET-FP-117880;31/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;38339,675;-76679,35;0
ND-20021;Pagado;Nota de crédito;31/12/2021;#;RET-FP-117881;31/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;1921,41;-3842,82;0
ND-20022;Pagado;Nota de crédito;31/12/2021;#;RET-FP-117882;31/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;963,34;-1926,68;0
ND-20023;Pagado;Nota de crédito;31/12/2021;#;RET-FP-117883;31/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;175,51;-351,02;0
ND-20024;Pagado;Nota de crédito;31/12/2021;#;RET-FP-117884;31/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;1786,96;-3573,92;0
ND-20025;Pagado;Nota de crédito;31/12/2021;#;RET-FP-117885;31/12/2021;#;Sin asignar;P000872;ECOLOGY COLOMBIA SAS;01/11/2022;5441,12;-10882,24;0
